Cell_ID,BSSID,RSSI,Mean,Std
Cell_10,d0:4d:c6:f2:81:00,-67,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-64,-62.2375,1.142844587
Cell_10,d0:4d:c6:f2:43:a1,-64,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-64,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:42,-89,-87.5,1.38443731
Cell_10,1c:28:af:65:ba:41,-90,-86.58823529,2.302398328
Cell_10,d0:4d:c6:f2:fc:82,-64,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-86,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-85,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-86,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-66,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-83,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-82,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-80,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-81,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-90,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-80,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-83,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:34:e2,-86,-88,2.449489743
Cell_10,1c:28:af:61:e5:d2,-77,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-77,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-77,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-59,-56.54216867,1.615446559
Cell_10,1c:28:af:61:e5:c1,-73,-80.35,1.558043645
Cell_10,1c:28:af:61:e5:c2,-74,-79.94117647,1.392018772
Cell_10,d0:4d:c6:f2:fc:92,-59,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-59,-56.65060241,1.645978926
Cell_10,1c:28:af:61:e5:c0,-73,-80.35294118,1.813062942
Cell_10,1c:28:af:65:fe:b0,-85,-83.71875,1.605349942
Cell_10,1c:28:af:62:b1:10,-91,-91.64285714,0.610285982
Cell_10,1c:28:af:62:b1:11,-92,-91.8,0.653197265
Cell_10,d0:4d:c6:f3:03:b0,-81,-83.88888889,1.507184441
Cell_10,1c:28:af:62:b1:12,-91,-91.4,0.8
Cell_10,d0:4d:c6:f3:03:b1,-81,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-81,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b2,-85,-84.26027397,1.638805088
Cell_10,1c:28:af:65:fe:b1,-85,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-57,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-57,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-57,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-68,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-66,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-90,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-66,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-66,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-91,-89.66101695,1.083155614
Cell_10,d0:4d:c6:f2:fc:81,-64,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-65,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-64,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-87,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-87,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-86,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-67,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-86,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-86,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-81,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-81,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-88,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-81,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-86,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c2,-75,-80.52380952,1.418216439
Cell_10,1c:28:af:61:e5:d2,-82,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-83,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-82,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-57,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-58,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-58,-56.65060241,1.645978926
Cell_10,d0:4d:c6:f3:03:b0,-86,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-87,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-86,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b2,-87,-84.26027397,1.638805088
Cell_10,d0:4d:c6:f2:43:b0,-53,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-53,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-53,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-68,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-65,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-89,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-65,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-66,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-89,-89.66101695,1.083155614
Cell_10,d0:4d:c6:f2:fc:81,-65,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-65,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-65,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-88,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-88,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-88,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-68,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-86,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-87,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-81,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-81,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-88,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-81,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-86,-84.25301205,1.240320338
Cell_10,1c:28:af:61:e5:d2,-82,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-82,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-82,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-57,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-57,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-57,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-89,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-84,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-84,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-83,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b2,-87,-84.26027397,1.638805088
Cell_10,d0:4d:c6:f2:43:b0,-55,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-55,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-55,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-65,-64.4625,2.024498395
Cell_10,1c:28:af:61:e7:c2,-78,-75.83018868,0.862988425
Cell_10,1c:28:af:61:e7:c0,-78,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:fc:81,-63,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-62,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-63,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-89,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-87,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-87,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-67,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-87,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-87,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-82,-80.24691358,1.202167427
Cell_10,d0:4d:c6:f2:50:90,-86,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-82,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-86,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c0,-78,-79.72727273,1.619441117
Cell_10,d0:4d:c6:f2:50:82,-75,-74.72340426,1.065955323
Cell_10,1c:28:af:65:fd:c2,-78,-80.52380952,1.418216439
Cell_10,1c:28:af:65:fd:c1,-79,-80.2972973,1.372802713
Cell_10,1c:28:af:61:e5:d2,-80,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-80,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-80,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-57,-56.54216867,1.615446559
Cell_10,1c:28:af:61:e5:c2,-80,-79.94117647,1.392018772
Cell_10,d0:4d:c6:f2:fc:92,-57,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-57,-56.65060241,1.645978926
Cell_10,d0:4d:c6:f3:03:b0,-83,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-82,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-82,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:41,-70,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b2,-89,-84.26027397,1.638805088
Cell_10,d0:4d:c6:f2:43:b0,-56,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-56,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-56,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-68,-64.4625,2.024498395
Cell_10,1c:28:af:65:ba:50,-91,-89.75438596,1.047649026
Cell_10,1c:28:af:61:e7:c2,-76,-75.83018868,0.862988425
Cell_10,1c:28:af:65:ba:52,-91,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-77,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:fc:81,-59,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-59,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-59,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-83,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-84,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-84,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-68,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-90,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-90,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-84,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-84,-80.43209877,1.143292534
Cell_10,1c:28:af:62:64:52,-83,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-90,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:82,-73,-74.72340426,1.065955323
Cell_10,d0:4d:c6:f2:50:81,-73,-74.82926829,0.985317555
Cell_10,d0:4d:c6:f2:50:80,-73,-74.65,1.038026975
Cell_10,1c:28:af:61:e5:d2,-86,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-86,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-86,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-58,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-58,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-58,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-87,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-88,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-88,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-87,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b2,-87,-84.26027397,1.638805088
Cell_10,1c:28:af:65:fe:b1,-88,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-57,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-57,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-57,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-71,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-66,-62.2375,1.142844587
Cell_10,d0:4d:c6:f2:43:a1,-66,-62.5875,1.057044819
Cell_10,1c:28:af:61:e7:c2,-75,-75.83018868,0.862988425
Cell_10,d0:4d:c6:f2:43:a2,-66,-62.6,1.090871211
Cell_10,1c:28:af:61:e7:c0,-75,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:5d:42,-85,-83.41666667,1.605113357
Cell_10,d0:4d:c6:f2:5d:41,-84,-82.66666667,1.56347192
Cell_10,d0:4d:c6:f2:5d:40,-86,-81.88888889,2.330686329
Cell_10,d0:4d:c6:f2:fc:81,-66,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-66,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-66,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-84,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-85,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-85,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-70,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-88,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-88,-84.14457831,1.327489978
Cell_10,1c:28:af:62:b1:00,-87,-88.25,1.854049622
Cell_10,1c:28:af:62:64:50,-84,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-84,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-82,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-84,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-89,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:82,-75,-74.72340426,1.065955323
Cell_10,1c:28:af:61:e5:d2,-83,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-83,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-83,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-60,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-60,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-60,-56.65060241,1.645978926
Cell_10,d0:4d:c6:f3:03:b0,-87,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-88,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-87,-83.7375,1.506185165
Cell_10,1c:28:af:62:04:a2,-89,-90,0.666666667
Cell_10,1c:28:af:65:fe:b2,-86,-84.26027397,1.638805088
Cell_10,d0:4d:c6:f2:43:b0,-56,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-56,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-56,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-69,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-62,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-93,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-62,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-62,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-92,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-73,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:5d:42,-87,-83.41666667,1.605113357
Cell_10,d0:4d:c6:f2:5d:40,-87,-81.88888889,2.330686329
Cell_10,d0:4d:c6:f2:fc:81,-63,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-63,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-63,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-88,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-89,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-89,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-70,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-87,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-86,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-81,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-81,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-82,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-81,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-87,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:82,-74,-74.72340426,1.065955323
Cell_10,d0:4d:c6:f2:50:81,-75,-74.82926829,0.985317555
Cell_10,d0:4d:c6:f2:50:80,-74,-74.65,1.038026975
Cell_10,1c:28:af:61:e5:d2,-80,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-80,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-80,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-57,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-57,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-57,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-88,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-87,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-87,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-87,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:40,-70,-70.2962963,1.256532997
Cell_10,1c:28:af:62:64:41,-70,-70.36065574,1.116681073
Cell_10,1c:28:af:62:64:42,-70,-70.14516129,1.133745921
Cell_10,d0:4d:c6:f2:43:b0,-57,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-56,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-57,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-70,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-62,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-85,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-63,-62.5875,1.057044819
Cell_10,1c:28:af:61:e7:c2,-74,-75.83018868,0.862988425
Cell_10,d0:4d:c6:f2:43:a2,-62,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-89,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-76,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:fc:81,-66,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-65,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-65,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-86,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-87,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-87,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-71,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-85,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-85,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-80,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-80,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-87,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-80,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-84,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:34:e0,-89,-86.8,1.720465053
Cell_10,d0:4d:c6:f2:50:82,-77,-74.72340426,1.065955323
Cell_10,d0:4d:c6:f2:50:81,-77,-74.82926829,0.985317555
Cell_10,d0:4d:c6:f2:50:80,-77,-74.65,1.038026975
Cell_10,1c:28:af:61:e5:d2,-83,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-83,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-83,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-58,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-58,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-58,-56.65060241,1.645978926
Cell_10,d0:4d:c6:f3:03:b0,-89,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-88,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-89,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:41,-70,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b2,-91,-84.26027397,1.638805088
Cell_10,1c:28:af:62:64:42,-70,-70.14516129,1.133745921
Cell_10,d0:4d:c6:f2:43:b0,-60,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-60,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-60,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-60,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-55,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-91,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-60,-62.5875,1.057044819
Cell_10,1c:28:af:61:e7:c2,-73,-75.83018868,0.862988425
Cell_10,d0:4d:c6:f2:43:a2,-60,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-91,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-68,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:5d:52,-86,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-86,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-86,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-61,-64.575,2.023456202
Cell_10,1c:28:af:65:e6:f0,-89,-89.0625,0.826797285
Cell_10,1c:28:af:65:e6:f1,-89,-89,0.894427191
Cell_10,1c:28:af:65:e6:f2,-89,-88.78571429,0.860113898
Cell_10,1c:28:af:65:fd:d1,-83,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-82,-84.14457831,1.327489978
Cell_10,d0:4d:c6:f3:03:a0,-88,-84.11111111,2.078698548
Cell_10,1c:28:af:62:64:50,-81,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-81,-80.43209877,1.143292534
Cell_10,1c:28:af:62:64:52,-81,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-83,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c2,-80,-80.52380952,1.418216439
Cell_10,1c:28:af:61:e5:d2,-75,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-75,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-75,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-64,-56.54216867,1.615446559
Cell_10,1c:28:af:61:e5:c2,-80,-79.94117647,1.392018772
Cell_10,d0:4d:c6:f2:fc:92,-64,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-64,-56.65060241,1.645978926
Cell_10,1c:28:af:61:e5:c0,-81,-80.35294118,1.813062942
Cell_10,1c:28:af:65:fe:b0,-79,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-80,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-80,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-79,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b2,-79,-84.26027397,1.638805088
Cell_10,d0:4d:c6:f2:43:b0,-62,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-62,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-62,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-61,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-60,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-88,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-59,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-60,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-88,-89.66101695,1.083155614
Cell_10,d0:4d:c6:f2:fc:81,-65,-63.44444444,1.099943882
Cell_10,1c:28:af:65:ba:42,-87,-87.5,1.38443731
Cell_10,d0:4d:c6:f2:fc:82,-65,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-87,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-87,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-88,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-60,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-82,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-82,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-82,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-82,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-86,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-82,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-82,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:82,-73,-74.72340426,1.065955323
Cell_10,d0:4d:c6:f2:50:81,-74,-74.82926829,0.985317555
Cell_10,d0:4d:c6:f2:50:80,-73,-74.65,1.038026975
Cell_10,1c:28:af:61:e5:d2,-76,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-76,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-76,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-65,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-65,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-65,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-78,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-79,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-79,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-78,-83.7375,1.506185165
